          7
                                SEE BELOW FOR THE NEW
        VISAKHAPATNAM - INDIA,EAST COAST 
 -0530
LAT. 17 41 N. LONG. 83 17 E.
PO   ZO 0806YEAR2001YDAY  1FSTD  1ENDD372NDC100OTH   SWC   STEP010 VISAKHAPAT  8
0.1889186.35                0.04107                                            1
0.1078119.75                0.08214                                            2
0.0017139.76                0.54437                                            3
0.0043012.09                1.01590                                            4
0.0134028.47                1.09803                                            5
0.0012038.71               12.85429                                            6
0.0010061.40               12.92714                                            7
0.0032022.87               13.39866                                            8
0.0008104.83               13.47151                                            9
0.0415321.18               13.94304                                           10
0.0010097.01               14.02517                                           11
0.0051311.53               14.49205                                           12
0.0005259.41               14.56955                                           13
0.0038354.43               14.91786                                           14
0.0354337.80               14.95893                                           15
0.0051060.13               15.00000                                           16
0.1124335.83               15.04107                                           17
0.0020128.22               15.08214                                           18
0.0023288.72               15.12321                                           19
0.0016288.01               15.51259                                           20
0.0062346.76               15.58544                                           21
0.0004317.11               16.05696                                           22
0.0064317.58               16.13910                                           23
0.0004056.89               27.34170                                           24
0.0024159.65               27.42383                                           25
0.0148214.19               27.89535                                           26
0.0113184.86               27.96821                                           27
0.1019226.46               28.43973                                           28
0.0177235.27               28.51258                                           29
0.0107291.76               28.90197                                           30
0.4734240.17               28.98410                                           31
0.0131235.36               29.06624                                           32
0.0067293.52               29.45563                                           33
0.0176260.77               29.52848                                           34
0.0101288.86               29.95893                                           35
0.2038274.95               30.00000                                           36
0.0049250.77               30.04107                                           37
0.0613274.24               30.08214                                           38
0.0039192.54               30.54437                                           39
0.0013070.79               30.62651                                           40
0.0063220.33               31.01590                                           41
0.0015323.20               42.92714                                           42
0.0020333.01               43.47616                                           43
0.0005119.69               43.94304                                           44
0.0014355.67               44.02517                                           45
0.0028058.10               45.04107                                           46
0.0006115.56               57.42383                                           47
0.0028138.45               57.96821                                           48
0.0006069.75               58.43973                                           49
0.0022153.71               58.98410                                           50
0.0011082.20               59.06624                                           51
0.0010161.53               60.00000                                           52
0.0008103.80               60.08214                                           53
0.0003029.97               86.40794                                           54
0.0011091.89               86.95231                                           55
0.0006007.56               87.42383                                           56
0.0015177.50               87.96821                                           57
0.0005086.61               88.05035                                           58
0.0001000.54               88.98410                                           59
0.0005266.61               89.06624                                           60
0.0010159.93               26.40794                                           61    
0.0012071.24               26.87018                                           62
0.0013198.45               26.95231                                           63
0.0015304.50               27.50597                                           64
0.0042103.69               28.35759                                           65
0.0027147.82               29.91786                                           66
0.0046317.42               31.08875                                           67
0.0009345.21               42.38277                                           68
0.0009309.18               43.00928                                           69
0.0006141.38               44.56955                                           70
0.0004222.71               56.87018                                           71
0.0005328.59               56.95231                                           72
0.0012324.08               57.88607                                           73
0.0003023.35               71.91124                                           74
0.0001319.49               72.46026                                           75
0.0006037.37               73.00928                                           76
0.0005153.92               84.84767                                           77
0.0006101.87               85.39204                                           78
0.0006151.29               85.85428                                           79
0.0001176.34               85.93642                                           80
0.0006050.26               86.32580                                           81
0.0002347.01               86.48079                                           82
0.0003255.26               86.87018                                           83
0.0006350.87               87.49669                                           84
0.0006069.47               88.51258                                           85
0.0003192.55               88.59472                                           86
0.0004183.94              114.84767                                           87
0.0003150.44              115.39204                                           88
0.0004320.53              115.93642                                           89
0.0003318.72              116.40794                                           90
0.0003004.34              116.95231                                           91
0.0002295.34              117.03445                                           92
0.0003248.39              117.50597                                           93
0.0004058.62              117.96821                                           94
0.0003045.62              118.05035                                           95
0.0004321.20              145.93642                                           96
0.0004126.61              146.95231                                           97
0.0009259.95              174.37615                                           98
0.0004233.12              174.92052                                           99
0.0001063.44              175.93642                                          100

   1   1   2 1.0 
           VISAKHAPATNAM - INDIA,EAST COAST [NEW CONSTITUENTS USED FOR PREDICTIONS FROM 2003-2022]
 -0530
LAT. 17 41 N. LONG. 83 17 E.
PO   ZO 0794YEAR2003YDAY  1FSTD  1ENDD372NDC100OTH   SWC   STEP010 VISAKHAPAT  8
0.1874186.00                0.04107                                            1
0.1037119.83                0.08214                                            2
0.0031305.75                0.54437                                            3
0.0026004.40                1.01590                                            4
0.0136029.95                1.09803                                            5
0.0022058.46               12.85429                                            6
0.0019068.11               12.92714                                            7
0.0018107.71               13.39866                                            8
0.0021033.09               13.47151                                            9
0.0405322.40               13.94304                                           10
0.0024031.81               14.02517                                           11
0.0047353.97               14.49205                                           12
0.0031350.91               14.56955                                           13
0.0027017.87               14.91786                                           14
0.0320332.90               14.95893                                           15
0.0065075.55               15.00000                                           16
0.1115334.56               15.04107                                           17
0.0019318.87               15.08214                                           18
0.0013172.34               15.12321                                           19
0.0008308.79               15.51259                                           20
0.0090324.98               15.58544                                           21
0.0010339.44               16.05696                                           22
0.0057326.31               16.13910                                           23
0.0024243.95               27.34170                                           24
0.0039176.95               27.42383                                           25
0.0218213.00               27.89535                                           26
0.0102188.60               27.96821                                           27
0.1046229.04               28.43973                                           28
0.0254235.40               28.51258                                           29
0.0056067.52               28.90197                                           30
0.4696238.58               28.98410                                           31
0.0042090.89               29.06624                                           32
0.0095269.57               29.45563                                           33
0.0128252.96               29.52848                                           34
0.0104256.60               29.95893                                           35
0.2083273.68               30.00000                                           36
0.0053338.74               30.04107                                           37
0.0574274.23               30.08214                                           38
0.0046162.40               30.54437                                           39
0.0018135.56               30.62651                                           40
0.0070234.51               31.01590                                           41
0.0007340.92               42.92714                                           42
0.0030335.84               43.47616                                           43
0.0003298.66               43.94304                                           44
0.0008082.72               44.02517                                           45
0.0024085.18               45.04107                                           46
0.0011014.94               57.42383                                           47
0.0017037.41               57.96821                                           48
0.0004350.00               58.43973                                           49
0.0018128.03               58.98410                                           50
0.0007082.16               59.06624                                           51
0.0004167.16               60.00000                                           52
0.0001195.55               60.08214                                           53
0.0011031.56               86.40794                                           54
0.0015031.83               86.95231                                           55
0.0007208.77               87.42383                                           56
0.0010135.53               87.96821                                           57
0.0004144.66               88.05035                                           58
0.0008229.41               88.98410                                           59
0.0006235.71               89.06624                                           60
0.0013181.95               26.40794                                           61    
0.0016018.24               26.87018                                           62
0.0011289.33               26.95231                                           63
0.0020225.29               27.50597                                           64
0.0026247.33               28.35759                                           65
0.0017323.95               29.91786                                           66
0.0046113.28               31.08875                                           67
0.0002245.59               42.38277                                           68
0.0007230.52               43.00928                                           69
0.0008063.20               44.56955                                           70
0.0006160.85               56.87018                                           71
0.0005190.17               56.95231                                           72
0.0002043.58               57.88607                                           73
0.0004323.83               71.91124                                           74
0.0005116.35               72.46026                                           75
0.0004336.97               73.00928                                           76
0.0005127.29               84.84767                                           77
0.0006147.19               85.39204                                           78
0.0002244.62               85.85428                                           79
0.0013198.64               85.93642                                           80
0.0001279.96               86.32580                                           81
0.0006339.71               86.48079                                           82
0.0004166.96               86.87018                                           83
0.0008322.22               87.49669                                           84
0.0003274.85               88.51258                                           85
0.0000248.97               88.59472                                           86
0.0005264.49              114.84767                                           87
0.0006253.01              115.39204                                           88
0.0004300.92              115.93642                                           89
0.0005278.46              116.40794                                           90
0.0006266.90              116.95231                                           91
0.0005351.73              117.03445                                           92
0.0002043.65              117.50597                                           93
0.0001045.87              117.96821                                           94
0.0003358.68              118.05035                                           95
0.0004214.22              145.93642                                           96
0.0004304.52              146.95231                                           97
0.0007180.23              174.37615                                           98
0.0007200.55              174.92052                                           99
0.0003221.92              175.93642                                          100


         1
   1   1   2 1.0
            INDIA - VISAKHAPATINAM (INDIA){NEW CONSTITUENTS USED FOR PREDICTIONS FROM 2023 ONWARDS}
 -0530           
LAT. 17 41 N. LONG. 83 17 E. 
PO   ZO 0918YEAR2017YDAY  1FSTD  1ENDD372NDC100OTH   SWC   STEP030  VISA       8
 .1878186.99                 .04107                                            1
 .1021122.74                 .08214                                            2
 .0021258.54                 .54437                                            3
 .0023346.69                1.01590                                            4
 .0135 26.95                1.09803                                            5
 .0016 58.22               12.85429                                            6
 .0014356.43               12.92714                                            7
 .0026336.73               13.39866                                            8
 .0016315.27               13.47151                                            9
 .0393322.30               13.94304                                           10
 .0009 13.08               14.02517                                           11
 .0032247.45               14.49205                                           12
 .0014168.45               14.56955                                           13
 .0016  7.10               14.91786                                           14
 .0355335.59               14.95893                                           15
 .0068 69.90               15.00000                                           16
 .1124336.96               15.04107                                           17
 .0018359.23               15.08214                                           18
 .0005203.72               15.12321                                           19
 .0029290.90               15.51259                                           20
 .0055331.60               15.58544                                           21
 .0007328.04               16.05696                                           22
 .0064335.12               16.13910                                           23
 .0037228.97               27.34170                                           24
 .0036165.82               27.42383                                           25
 .0180213.36               27.89535                                           26
 .0123180.72               27.96821                                           27
 .0979229.69               28.43973                                           28
 .0185228.76               28.51258                                           29
 .0025129.40               28.90197                                           30
 .4661240.40               28.98410                                           31
 .0024209.54               29.06624                                           32
 .0048286.83               29.45563                                           33
 .0170268.39               29.52848                                           34
 .0118261.41               29.95893                                           35
 .2026274.19               30.00000                                           36
 .0040352.03               30.04107                                           37
 .0568274.90               30.08214                                           38
 .0039200.45               30.54437                                           39
 .0028 61.26               30.62651                                           40
 .0063222.66               31.01590                                           41
 .0020338.32               42.92714                                           42
 .0019350.42               43.47616                                           43
 .0010  6.72               43.94304                                           44
 .0010 54.23               44.02517                                           45
 .0025 70.48               45.04107                                           46
 .0011305.43               57.42383                                           47
 .0014  9.29               57.96821                                           48
 .0000240.64               58.43973                                           49
 .0008158.40               58.98410                                           50
 .0003310.49               59.06624                                           51
 .0002301.14               60.00000                                           52
 .0004263.36               60.08214                                           53
 .0008103.44               86.40794                                           54
 .0018132.56               86.95231                                           55
 .0006156.06               87.42383                                           56
 .0028174.19               87.96821                                           57
 .0006141.39               88.05035                                           58
 .0011233.84               88.98410                                           59
 .0005192.36               89.06624                                           60
 .0014242.41               26.40794                                           61
 .0005 26.48               26.87018                                           62
 .0013211.72               26.95231                                           63
 .0011303.08               27.50597                                           64
 .0027275.80               28.35759                                           65
 .0009341.34               29.91786                                           66
 .0022 64.19               31.08875                                           67
 .0009 76.85               42.38277                                           68
 .0006306.50               43.00928                                           69
 .0007205.34               44.56955                                           70
 .0011 78.88               56.87018                                           71
 .0006207.07               56.95231                                           72
 .0004338.74               57.88607                                           73
 .0006299.96               71.91124                                           74
 .0003273.19               72.46026                                           75
 .0011 46.13               73.00928                                           76
 .0002357.22               84.84767                                           77
 .0002293.39               85.39204                                           78
 .0002183.72               85.85428                                           79
 .0006193.77               85.93642                                           80
 .0004235.39               86.32580                                           81
 .0005 96.48               86.48079                                           82
 .0004356.88               86.87018                                           83
 .0003 55.59               87.49669                                           84
 .0005 48.35               88.51258                                           85
 .0004305.03               88.59472                                           86
 .0002222.09              114.84767                                           87
 .0004298.62              115.39204                                           88
 .0002320.84              115.93642                                           89
 .0003342.88              116.40794                                           90
 .0006 28.05              116.95231                                           91
 .0002  8.01              117.03445                                           92
 .0002 39.22              117.50597                                           93
 .0005 75.46              117.96821                                           94
 .0004 86.14              118.05035                                           95
 .0011327.95              145.93642                                           96
 .0008354.85              146.95231                                           97
 .0002277.76              174.37615                                           98
 .0002206.64              174.92052                                           99
 .0002293.78              175.93642                                          100



